StudyName,Include,Design,IndependentVariable,IndependentType,DependentVariable,DependentType,DependentSubType,LinkType,TotalSampleSize,InterventionDuration,ExperimentalGroup,ExperimentalGroupN,ExperimentalGroup2,ExperimentalGroup2N,ExperimentalGroup3,ExperimentalGroup3N,ControlGroup,ControlGroupN,MeanAge,PercFemale,AgeGroup,CognitiveStatus,BMIBaseline,SessionAdherence,TestType,TestTypeSub,FitnessMeasure,ChangeinFM,ChangeinFMStandardized,InterventionIntensity,ConversionToNorton2010,ConversionToGarber2011,IntensityAdherence,SessionsPerWeek,DurationInMinutes,WeeklyMinutes,TrueInterventionToincreaseFitness?,Notes,refID
Maki2012,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,NA,Null,133.0,12.0,Aerobic,66.0,NA,NaN,NA,NaN,Educational,67.0,72.0,70.66,Older,CognitivelyNormal,NaN,87.5,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,1.0,90.0,90.0,UnclearNoData,NA,10.1111/j.1532-5415.2011.03838.x
Maki2012,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Null,133.0,12.0,Aerobic,66.0,NA,NaN,NA,NaN,Educational,67.0,72.0,70.66,Older,CognitivelyNormal,NaN,87.5,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,1.0,90.0,90.0,UnclearNoData,NA,10.1111/j.1532-5415.2011.03838.x
Stamford1974,Y,Intervention,AerobicTraining,Activity,DigitSpan,Combined,NA,Null,17.0,12.0,Aerobic,9.0,NA,NaN,NA,NaN,Social,8.0,71.5,0.0,Older,PsychiatricInstitutionalization,NaN,NaN,Age,Calculated,NA,NaN,NaN,70%HrMax,Moderate,Moderate,Supervised-Pulse,5.0,20.0,100.0,Yes,NA,10.1080/10671188.1974.10615238
Wallman2004,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,61.0,12.0,Aerobic,32.0,NA,NaN,NA,NaN,Stretch,29.0,NaN,77.05,Mixed,CognitivelyNormal,NaN,NaN,CyclingSubMax,Estimate,V02Max,1.5,0.0962,75%HrMax,Vigorous,Vigorous,HrMonitorSelf,3.5,15.0,52.5,Yes,"Chronic fatigue syndrome, ages 16-74. v02 max 15.6 to 17.1",10.5694/j.1326-5377.2004.tb06019.x
Desjardins-Crépeau2016,Y,Intervention,MulticomponentTraining,Activity,RAVLT,LearningTrials,NA,Null,76.0,12.0,Aerobic,38.0,NA,NaN,NA,NaN,Stretch,38.0,72.7,69.7,Older,CognitivelyNormal,NaN,95.4,NA,NA,6minWalk,NaN,NaN,PerceivedExertion-ModeratetoVigorous,Moderate-Vigorous,Moderate-Vigorous,Self-report,2.0,55.0,110.0,UnclearNoData,"Not an interaction of condition, could be practice effects. Stretching group also improved on the two tasks.",
Desjardins-Crépeau2016,Y,Intervention,MulticomponentTraining,Activity,RAVLT,Immediate,NA,Null,76.0,12.0,Aerobic,38.0,NA,NaN,NA,NaN,Stretch,38.0,72.7,69.7,Older,CognitivelyNormal,NaN,95.4,NA,NA,6minWalk,NaN,NaN,PerceivedExertion-ModeratetoVigorous,Moderate-Vigorous,Moderate-Vigorous,Self-report,2.0,55.0,110.0,UnclearNoData,"Not an interaction of condition, could be practice effects. Stretching group also improved on the two tasks.",
Desjardins-Crépeau2016,Y,Intervention,MulticomponentTraining,Activity,RAVLT,Delayed,NA,Null,76.0,12.0,Aerobic,38.0,NA,NaN,NA,NaN,Stretch,38.0,72.7,69.7,Older,CognitivelyNormal,NaN,95.4,NA,NA,6minWalk,NaN,NaN,PerceivedExertion-ModeratetoVigorous,Moderate-Vigorous,Moderate-Vigorous,Self-report,2.0,55.0,110.0,UnclearNoData,"Not an interaction of condition, could be practice effects. Stretching group also improved on the two tasks.",
Desjardins-Crépeau2016,Y,Intervention,MulticomponentTraining,Activity,Stroop,NA,NA,Null,76.0,12.0,Aerobic,38.0,NA,NaN,NA,NaN,Stretch,38.0,72.7,69.7,Older,CognitivelyNormal,NaN,95.4,NA,NA,6minWalk,NaN,NaN,PerceivedExertion-ModeratetoVigorous,Moderate-Vigorous,Moderate-Vigorous,Self-report,2.0,55.0,110.0,UnclearNoData,"Not an interaction of condition, could be practice effects. Stretching group also improved on the two tasks.",
Desjardins-Crépeau2016,Y,Intervention,MulticomponentTraining,Activity,TrailMaking,A,NA,Null,76.0,12.0,Aerobic,38.0,NA,NaN,NA,NaN,Stretch,38.0,72.7,69.7,Older,CognitivelyNormal,NaN,95.4,NA,NA,6minWalk,NaN,NaN,PerceivedExertion-ModeratetoVigorous,Moderate-Vigorous,Moderate-Vigorous,Self-report,2.0,55.0,110.0,UnclearNoData,"Not an interaction of condition, could be practice effects. Stretching group also improved on the two tasks.",
Desjardins-Crépeau2016,Y,Intervention,MulticomponentTraining,Activity,TrailMaking,B,NA,Null,76.0,12.0,Aerobic,38.0,NA,NaN,NA,NaN,Stretch,38.0,72.7,69.7,Older,CognitivelyNormal,NaN,95.4,NA,NA,6minWalk,NaN,NaN,PerceivedExertion-ModeratetoVigorous,Moderate-Vigorous,Moderate-Vigorous,Self-report,2.0,55.0,110.0,UnclearNoData,"Not an interaction of condition, could be practice effects. Stretching group also improved on the two tasks.",
Desjardins-Crépeau2016,Y,Intervention,MulticomponentTraining,Activity,Task-switching,NA,NA,Null,76.0,12.0,Aerobic,38.0,NA,NaN,NA,NaN,Stretch,38.0,72.7,69.7,Older,CognitivelyNormal,NaN,95.4,NA,NA,6minWalk,NaN,NaN,PerceivedExertion-ModeratetoVigorous,Moderate-Vigorous,Moderate-Vigorous,Self-report,2.0,55.0,110.0,UnclearNoData,"Not an interaction of condition, could be practice effects. Stretching group also improved on the two tasks.",
Malliot2012,Y,Intervention,Exergames,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,32.0,12.0,Exergames,16.0,NA,NaN,NA,NaN,NoContact,16.0,73.5,84.4,Older,CognitivelyNormal,27.4,97.5,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,No,"Exergame, seems similar to dance?",
Malliot2012,Y,Intervention,Exergames,Activity,Stroop,NA,NA,Positive,32.0,12.0,Exergames,16.0,NA,NaN,NA,NaN,NoContact,16.0,73.5,84.4,Older,CognitivelyNormal,27.4,97.5,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,No,"Exergame, seems similar to dance?",
Malliot2012,Y,Intervention,Exergames,Activity,Task-switching,NA,NA,Positive,32.0,12.0,Exergames,16.0,NA,NaN,NA,NaN,NoContact,16.0,73.5,84.4,Older,CognitivelyNormal,27.4,97.5,NA,NA,6minWalk,NaN,NaN,NA,NA,NA,NA,2.0,60.0,120.0,No,"Exergame, seems similar to dance?",
Nocera2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,D-Kefs,Null,18.0,12.0,Aerobic,10.0,NA,NaN,NA,NaN,Nocontact,8.0,72.0,60.0,Older,CognitivelyNormal,NaN,82.5,CyclingSubMax,Estimate,V02Max,NaN,0.1253,75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,20.0,60.0,Yes,NA,10.1123/japa.2013-0107
Nocera2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,D-Kefs,Positive,18.0,12.0,Aerobic,10.0,NA,NaN,NA,NaN,Nocontact,8.0,72.0,60.0,Older,CognitivelyNormal,NaN,82.5,CyclingSubMax,Estimate,V02Max,NaN,0.1253,75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,20.0,60.0,Yes,NA,10.1123/japa.2013-0107
Nocera2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Switching,D-Kefs,Null,18.0,12.0,Aerobic,10.0,NA,NaN,NA,NaN,Nocontact,8.0,72.0,60.0,Older,CognitivelyNormal,NaN,82.5,CyclingSubMax,Estimate,V02Max,NaN,0.1253,75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3.0,20.0,60.0,Yes,NA,10.1123/japa.2013-0107
Perri1984,Y,Intervention,AerobicTraining,Activity,RAVLT,NA,NA,Null,42.0,14.0,Aerobic,23.0,NA,NaN,NA,NaN,NoContact,19.0,65.61,66.66,Older,CognitivelyNormal,NaN,NaN,NA,NA,NA,NaN,NaN,40-50%MaxEffort,Light,Light,Supervised-Pulse,3.0,60.0,180.0,No,"RAVLT ""short-term memory"" unclear if its immediate or delayed… exercise intensity clasified as ""Intensity of the work load waS limited to 40 to 50 percent of the maximum possible individual effort. Heart rate in beats per minute was used as the guideline for this purpose.""",10.2190/a6ab-mbn1-g8hv-258h
Ansai2015,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Letter,MOCA,Null,69.0,16.0,Multicomponent,23.0,Resistance,23.0,NA,NaN,NoContact,23.0,82.4,68.1,Older,CognitivelyNormal,28.0,NaN,Age,Calculated,NA,NaN,NaN,60-85%HrReserve,Vigorous,Vigorous,Unclear,3.0,60.0,180.0,UnclearNoData,"Low adherence, 34% of MT group completed half of the sessions -predicted HR max?",10.1111/ggi.12411
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,RAVLT,NA,NA,Null,20.0,16.0,Walking,10.0,NA,NaN,NA,NaN,NoContact,10.0,78.5,60.0,Older,Dementia,NaN,98.7,TreadmillModifiedBruce,Estimate,V02Max,NaN,NaN,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2.0,30.0,60.0,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia.",10.1590/0004-282X20130231
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,Animal,Null,20.0,16.0,Walking,10.0,NA,NaN,NA,NaN,NoContact,10.0,78.5,60.0,Older,Dementia,NaN,98.7,TreadmillModifiedBruce,Estimate,V02Max,NaN,NaN,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2.0,30.0,60.0,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia.",10.1590/0004-282X20130231
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,NA,Null,20.0,16.0,Walking,10.0,NA,NaN,NA,NaN,NoContact,10.0,78.5,60.0,Older,Dementia,NaN,98.7,TreadmillModifiedBruce,Estimate,V02Max,NaN,NaN,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2.0,30.0,60.0,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia.",10.1590/0004-282X20130231
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,20.0,16.0,Walking,10.0,NA,NaN,NA,NaN,NoContact,10.0,78.5,60.0,Older,Dementia,NaN,98.7,TreadmillModifiedBruce,Estimate,V02Max,NaN,NaN,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2.0,30.0,60.0,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia.",10.1590/0004-282X20130231
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,DigitSpan,combined,NA,Null,20.0,16.0,Walking,10.0,NA,NaN,NA,NaN,NoContact,10.0,78.5,60.0,Older,Dementia,NaN,98.7,TreadmillModifiedBruce,Estimate,V02Max,NaN,NaN,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2.0,30.0,60.0,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia.",10.1590/0004-282X20130231
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,NA,Null,20.0,16.0,Walking,10.0,NA,NaN,NA,NaN,NoContact,10.0,78.5,60.0,Older,Dementia,NaN,98.7,TreadmillModifiedBruce,Estimate,V02Max,NaN,NaN,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2.0,30.0,60.0,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia.",10.1590/0004-282X20130231
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,NA,Null,20.0,16.0,Walking,10.0,NA,NaN,NA,NaN,NoContact,10.0,78.5,60.0,Older,Dementia,NaN,98.7,TreadmillModifiedBruce,Estimate,V02Max,NaN,NaN,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2.0,30.0,60.0,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia.",10.1590/0004-282X20130231
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,101.0,16.0,Aerobic,33.0,Yoga,34.0,NA,NaN,Waitlist,34.0,67.0,50.49,Older,CognitivelyNormal,NaN,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.116,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%",10.1093/geronj/44.5.m147
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,101.0,16.0,Aerobic,33.0,Yoga,34.0,NA,NaN,Waitlist,34.0,67.0,50.49,Older,CognitivelyNormal,NaN,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.116,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%",10.1093/geronj/44.5.m147
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,NA,Null,101.0,16.0,Aerobic,33.0,Yoga,34.0,NA,NaN,Waitlist,34.0,67.0,50.49,Older,CognitivelyNormal,NaN,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.116,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%",10.1093/geronj/44.5.m147
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,NA,Null,101.0,16.0,Aerobic,33.0,Yoga,34.0,NA,NaN,Waitlist,34.0,67.0,50.49,Older,CognitivelyNormal,NaN,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.116,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%",10.1093/geronj/44.5.m147
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,NA,Null,101.0,16.0,Aerobic,33.0,Yoga,34.0,NA,NaN,Waitlist,34.0,67.0,50.49,Older,CognitivelyNormal,NaN,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.116,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%",10.1093/geronj/44.5.m147
deAndrade2013,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Letter,MOCA,Positive,30.0,16.0,Multicomponent,14.0,NA,NaN,NA,NaN,Nointervention,16.0,78.6,80.0,Older,Dementia,NaN,NaN,Age,Calculated,NA,NaN,NaN,65-75%HrMax,Moderate-Vigorous,Vigorous,Unclear,3.0,60.0,180.0,No,70% adherence minimum - age predicted max,
Dustman1984,Y,Intervention,AerobicTraining,Activity,DigitSpan,combined,NA,Null,43.0,16.0,Aerobic,13.0,Stretching,15.0,NA,NaN,Nointervention,15.0,60.6,37.2,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.2,0.268,70-80%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,"V02max in aerobic group 19.4 to 24.6, exercise control - 22.5 to 24.5",10.1016/0197-4580(84)90083-6
Dustman1984,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Positive,43.0,16.0,Aerobic,13.0,Stretching,15.0,NA,NaN,Nointervention,15.0,60.6,37.2,Older,CognitivelyNormal,NaN,NaN,TreadmillModifiedBalke,Max,V02Max,5.2,0.268,70-80%HRReserve,Vigorous,Vigorous,Self-Pulse,3.0,60.0,180.0,Yes,"V02max in aerobic group 19.4 to 24.6, exercise control - 22.5 to 24.5",10.1016/0197-4580(84)90083-6
Hoffman2008,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,Animal,Positive,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Hoffman2008,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,NA,Null,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Hoffman2008,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,WMS-III,Null,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Hoffman2008,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,NA,WMS-III,Null,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Hoffman2008,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Hoffman2008,Y,Intervention,AerobicTraining,Activity,Stroop,NA,NA,Null,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Hoffman2008,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,NA,Null,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Hoffman2008,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,NA,Null,202.0,16.0,Aerobic,51.0,HomeAerobic,53.0,Sertraline,49.0,PlaceboPill,49.0,51.7,24.3,Middle,MajorDepressiveDisorder,NaN,79.0,TreadmillMaxTest,Max,V02Peak,1.6,0.0635,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3.0,NaN,NaN,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post,10.1249/MSS.0b013e31816b877c
Legault2011,Y,Intervention,AerobicTraining,Activity,HVLT,Immediate,NA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Legault2011,Y,Intervention,AerobicTraining,Activity,HVLT,Delayed,NA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Legault2011,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,NA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Legault2011,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,NA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Legault2011,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Legault2011,Y,Intervention,AerobicTraining,Activity,Nback,Letter,NA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Legault2011,Y,Intervention,AerobicTraining,Activity,Flanker,NA,NA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Legault2011,Y,Intervention,AerobicTraining,Activity,Task-switching,NA,NA,Null,73.0,16.0,Multicomponent,19.0,Aerobic,18.0,Cognitive,18.0,Educational,18.0,76.4,51.0,Older,CognitivelyNormal,NaN,90.0,NA,NA,NA,NaN,NaN,NA,NA,NA,Self-report,3.0,60.0,180.0,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post",10.1186/1471-2318-11-27
Madden1989,N,NA,NA,NA,NA,NA,NA,NA,NaN,16.0,Aerobic,NaN,Yoga,NaN,NA,NaN,Waitlist,NaN,NaN,NaN,NA,NA,NaN,NaN,NA,NA,NA,NaN,NaN,NA,NA,NA,NA,NaN,NaN,NaN,NA,Didn't use tasks we're looking at,10.1037//0882-7974.4.3.307
Pierce1993,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,WMS-III,Null,99.0,16.0,Aerobic,41.0,Resistance,35.0,NA,NaN,Waitlist,23.0,44.3,62.0,Middle,CognitivelyNormal,NaN,84.0,TreadmillModifiedBalke,Max,V02Peak,5.1,0.1604,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3.0,50.0,150.0,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx,10.1037//0278-6133.12.4.286
Pierce1993,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,WMS-III,Null,99.0,16.0,Aerobic,41.0,Resistance,35.0,NA,NaN,Waitlist,23.0,44.3,62.0,Middle,CognitivelyNormal,NaN,84.0,TreadmillModifiedBalke,Max,V02Peak,5.1,0.1604,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3.0,50.0,150.0,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx,10.1037//0278-6133.12.4.286
Pierce1993,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,NA,WMS-III,Null,99.0,16.0,Aerobic,41.0,Resistance,35.0,NA,NaN,Waitlist,23.0,44.3,62.0,Middle,CognitivelyNormal,NaN,84.0,TreadmillModifiedBalke,Max,V02Peak,5.1,0.1604,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3.0,50.0,150.0,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx,10.1037//0278-6133.12.4.286
