StudyName,Include,Design,IndependentVariable,IndependentType,DependentVariable,DependentType,DependentSubType,LinkType,TotalSampleSize,InterventionDuration,ExperimentalGroup,ExperimentalGroupN,ExperimentalGroup2,ExperimentalGroup2N,ExperimentalGroup3,ExperimentalGroup3N,ControlGroup,ControlGroupN,MeanAge,PercFemale,AgeGroup,CognitiveStatus,BMIBaseline,SessionAdherence,TestType,TestTypeSub,FitnessMeasure,ChangeinFM,ChangeinFMStandardized,InterventionIntensity,ConversionToNorton2010,ConversionToGarber2011,IntensityAdherence,SessionsPerWeek,DurationInMinutes,WeeklyMinutes,TrueInterventionToincreaseFitness?,Notes
Malliot2012,Y,Intervention,Exergames,Activity,Task-switching,,,Positive,32,12,Exergames,16,,,,,NoContact,16,73.5,84.4,Older,CognitivelyNormal,27.4,97.5,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,2,60,120,No,"Exergame, seems similar to dance?"
Nocera2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,D-Kefs,Null,18,12,Aerobic,10,,,,,Nocontact,8,72,60,Older,CognitivelyNormal,NA,82.5,CyclingSubMax,Estimate,V02Max,NA,0.12530,75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,20,60,Yes,
Nocera2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,D-Kefs,Positive,18,12,Aerobic,10,,,,,Nocontact,8,72,60,Older,CognitivelyNormal,NA,82.5,CyclingSubMax,Estimate,V02Max,NA,0.12530,75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,20,60,Yes,
Nocera2015,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Switching,D-Kefs,Null,18,12,Aerobic,10,,,,,Nocontact,8,72,60,Older,CognitivelyNormal,NA,82.5,CyclingSubMax,Estimate,V02Max,NA,0.12530,75%HrReserve,Vigorous,Vigorous,HrMonitorSupervised,3,20,60,Yes,
Perri1984,Y,Intervention,AerobicTraining,Activity,RAVLT,,,Null,42,14,Aerobic,23,,,,,NoContact,19,65.61,66.66,Older,CognitivelyNormal,NA,NA,NA,NA,NA,NA,NA,40-50%MaxEffort,Light,Light,Supervised-Pulse,3,60,180,No,"RAVLT ""short-term memory"" unclear if its immediate or delayed… exercise intensity clasified as ""Intensity of the work load waS limited to 40 to 50 percent of the maximum possible individual effort. Heart rate in beats per minute was used as the guideline for this purpose."""
Ansai2015,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Letter,MOCA,Null,69,16,Multicomponent,23,Resistance,23,,,NoContact,23,82.4,68.1,Older,CognitivelyNormal,28,NA,Age,Calculated,NA,NA,NA,60-85%HrReserve,Vigorous,Vigorous,Unclear,3,60,180,UnclearNoData,"Low adherence, 34% of MT group completed half of the sessions -predicted HR max?"
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,RAVLT,,,Null,20,16,Walking,10,,,,,NoContact,10,78.5,60,Older,Dementia,NA,98.7,TreadmillModifiedBruce,Estimate,V02Max,NA,NA,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2,30,60,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia."
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,Animal,Null,20,16,Walking,10,,,,,NoContact,10,78.5,60,Older,Dementia,NA,98.7,TreadmillModifiedBruce,Estimate,V02Max,NA,NA,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2,30,60,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia."
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,,Null,20,16,Walking,10,,,,,NoContact,10,78.5,60,Older,Dementia,NA,98.7,TreadmillModifiedBruce,Estimate,V02Max,NA,NA,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2,30,60,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia."
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,20,16,Walking,10,,,,,NoContact,10,78.5,60,Older,Dementia,NA,98.7,TreadmillModifiedBruce,Estimate,V02Max,NA,NA,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2,30,60,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia."
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,DigitSpan,combined,,Null,20,16,Walking,10,,,,,NoContact,10,78.5,60,Older,Dementia,NA,98.7,TreadmillModifiedBruce,Estimate,V02Max,NA,NA,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2,30,60,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia."
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,,Null,20,16,Walking,10,,,,,NoContact,10,78.5,60,Older,Dementia,NA,98.7,TreadmillModifiedBruce,Estimate,V02Max,NA,NA,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2,30,60,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia."
Arcoverde2014,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Null,20,16,Walking,10,,,,,NoContact,10,78.5,60,Older,Dementia,NA,98.7,TreadmillModifiedBruce,Estimate,V02Max,NA,NA,60%V02Max,Moderate,Moderate,HrMonitorSupervised,2,30,60,UnclearNoData,"Composite RAVLT, 2x per week treadmill walking. No post-test v02 max, designed for functional improvements in dementia."
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,,Null,101,16,Aerobic,33,Yoga,34,,,Waitlist,34,67,50.49,Older,CognitivelyNormal,NA,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.11600,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3,60,180,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%"
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,101,16,Aerobic,33,Yoga,34,,,Waitlist,34,67,50.49,Older,CognitivelyNormal,NA,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.11600,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3,60,180,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%"
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,,Null,101,16,Aerobic,33,Yoga,34,,,Waitlist,34,67,50.49,Older,CognitivelyNormal,NA,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.11600,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3,60,180,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%"
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,,Null,101,16,Aerobic,33,Yoga,34,,,Waitlist,34,67,50.49,Older,CognitivelyNormal,NA,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.11600,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3,60,180,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%"
Blumenthal1989,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Null,101,16,Aerobic,33,Yoga,34,,,Waitlist,34,67,50.49,Older,CognitivelyNormal,NA,95.83,CyclingMaxTest,Max,V02Max,11.60%,0.11600,70%HRReserve,Vigorous,Vigorous,Self-Pulse,3,60,180,Yes,"Physiological measures included measurement of blood pressure, lipids, bone density, and cardiorespiratory fitness including direct measurements of peak oxygen consumption (VO2) and anaerobic threshold.. Men 21.7ml/kg/min, women 16.0, incresaed 11.6%. men 14.4%, women 8.6%"
deAndrade2013,Y,Intervention,MulticomponentTraining,Activity,VerbalFluency,Letter,MOCA,Positive,30,16,Multicomponent,14,,,,,Nointervention,16,78.6,80,Older,Dementia,NA,NA,Age,Calculated,NA,NA,NA,65-75%HrMax,Moderate-Vigorous,Vigorous,Unclear,3,60,180,No,70% adherence minimum - age predicted max
Dustman1984,Y,Intervention,AerobicTraining,Activity,DigitSpan,combined,,Null,43,16,Aerobic,13,Stretching,15,,,Nointervention,15,60.6,37.2,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.2,0.26800,70-80%HRReserve,Vigorous,Vigorous,Self-Pulse,3,60,180,Yes,"V02max in aerobic group 19.4 to 24.6, exercise control - 22.5 to 24.5"
Dustman1984,Y,Intervention,AerobicTraining,Activity,Stroop,,,Positive,43,16,Aerobic,13,Stretching,15,,,Nointervention,15,60.6,37.2,Older,CognitivelyNormal,NA,NA,TreadmillModifiedBalke,Max,V02Max,5.2,0.26800,70-80%HRReserve,Vigorous,Vigorous,Self-Pulse,3,60,180,Yes,"V02max in aerobic group 19.4 to 24.6, exercise control - 22.5 to 24.5"
Hoffman2008,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Category,Animal,Positive,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Hoffman2008,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,,Null,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Hoffman2008,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,WMS-III,Null,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Hoffman2008,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,,WMS-III,Null,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Hoffman2008,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Positive,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Hoffman2008,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Hoffman2008,Y,Intervention,AerobicTraining,Activity,DigitSpan,forward,,Null,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Hoffman2008,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Null,202,16,Aerobic,51,HomeAerobic,53,Sertraline,49,PlaceboPill,49,51.7,24.3,Middle,MajorDepressiveDisorder,NA,79,TreadmillMaxTest,Max,V02Peak,1.6,0.06350,70-85%HrReserve,Vigorous,Vigorous,Supervised-Pulse,3,NA,NA,Yes,Major Depressive Disorder (40yr or older)- max HR in exercise test to exhaustion. 25.2mlmin-1*kg-1 to 26.8 post
Legault2011,Y,Intervention,AerobicTraining,Activity,HVLT,Immediate,,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Legault2011,Y,Intervention,AerobicTraining,Activity,HVLT,Delayed,,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Legault2011,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Legault2011,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Legault2011,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,AdjustedFromTrailA,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Legault2011,Y,Intervention,AerobicTraining,Activity,Nback,Letter,,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Legault2011,Y,Intervention,AerobicTraining,Activity,Flanker,,,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Legault2011,Y,Intervention,AerobicTraining,Activity,Task-switching,,,Null,73,16,Multicomponent,19,Aerobic,18,Cognitive,18,Educational,18,76.4,51,Older,CognitivelyNormal,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,Self-report,3,60,180,UnclearNoData,"Adherence rates by group CT 96%, PA 76% and PACT 90%, exercise done at center, no measures of intensity only designed to inrease fitness. No measures of CRF at baseline or post"
Madden1989,N,,,,,,,,,16,Aerobic,,Yoga,,,,Waitlist,,,,,,,,,,,,NA,,,,,,,NA,,Didn't use tasks we're looking at
Pierce1993,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Immediate,WMS-III,Null,99,16,Aerobic,41,Resistance,35,,,Waitlist,23,44.3,62,Middle,CognitivelyNormal,NA,84,TreadmillModifiedBalke,Max,V02Peak,5.1,0.16040,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3,50,150,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Pierce1993,Y,Intervention,AerobicTraining,Activity,LogicalMemory,Delayed,WMS-III,Null,99,16,Aerobic,41,Resistance,35,,,Waitlist,23,44.3,62,Middle,CognitivelyNormal,NA,84,TreadmillModifiedBalke,Max,V02Peak,5.1,0.16040,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3,50,150,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Pierce1993,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,,WMS-III,Null,99,16,Aerobic,41,Resistance,35,,,Waitlist,23,44.3,62,Middle,CognitivelyNormal,NA,84,TreadmillModifiedBalke,Max,V02Peak,5.1,0.16040,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3,50,150,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Pierce1993,Y,Intervention,AerobicTraining,Activity,DigitSpan,backward,,Null,99,16,Aerobic,41,Resistance,35,,,Waitlist,23,44.3,62,Middle,CognitivelyNormal,NA,84,TreadmillModifiedBalke,Max,V02Peak,5.1,0.16040,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3,50,150,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Pierce1993,Y,Intervention,AerobicTraining,Activity,Stroop,,,Null,99,16,Aerobic,41,Resistance,35,,,Waitlist,23,44.3,62,Middle,CognitivelyNormal,NA,84,TreadmillModifiedBalke,Max,V02Peak,5.1,0.16040,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3,50,150,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Pierce1993,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,,Null,99,16,Aerobic,41,Resistance,35,,,Waitlist,23,44.3,62,Middle,CognitivelyNormal,NA,84,TreadmillModifiedBalke,Max,V02Peak,5.1,0.16040,70%V02Max,Vigorous,Vigorous,Supervised-Pulse,3,50,150,Yes,Mild hypertension - Modified Balke Protocol for V02Peak - 31.8 to 36.9 for V02MAx
Vaughan2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,A,,Positive,49,16,Aerobic,25,,,,,Waitlist,24,69,100,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,2,60,120,UnclearNoData,
Vaughan2014,Y,Intervention,AerobicTraining,Activity,TrailMaking,B,,Positive,49,16,Aerobic,25,,,,,Waitlist,24,69,100,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,2,60,120,UnclearNoData,
Vaughan2014,Y,Intervention,AerobicTraining,Activity,Stroop,,,Positive,49,16,Aerobic,25,,,,,Waitlist,24,69,100,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,2,60,120,UnclearNoData,
Vaughan2014,Y,Intervention,AerobicTraining,Activity,VerbalFluency,,,Positive,49,16,Aerobic,25,,,,,Waitlist,24,69,100,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,2,60,120,UnclearNoData,
Vaughan2014,Y,Intervention,AerobicTraining,Activity,BDNF,Plasma,,Positive,49,16,Aerobic,25,,,,,Waitlist,24,69,100,Older,CognitivelyNormal,25.8,93.75,NA,NA,6minWalk,NA,NA,NA,NA,NA,NA,2,60,120,UnclearNoData,
Gschwind2015,Y,Intervention,Exergames,Activity,Stroop,,,Null,136,16,Exergames,71,,,,,Educational,65,74.7,61.2,Older,CognitivelyNormal,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,60,180,UnclearNoData,"Exergame, seems similar to dance?"
Gschwind2015,Y,Intervention,Exergames,Activity,DigitSpan,backward,,Null,136,16,Exergames,71,,,,,Educational,65,74.7,61.2,Older,CognitivelyNormal,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,60,180,UnclearNoData,"Exergame, seems similar to dance?"
Gschwind2015,Y,Intervention,Exergames,Activity,TrailMaking,A,,Null,136,16,Exergames,71,,,,,Educational,65,74.7,61.2,Older,CognitivelyNormal,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,60,180,UnclearNoData,"Exergame, seems similar to dance?"
Gschwind2015,Y,Intervention,Exergames,Activity,TrailMaking,B,,Null,136,16,Exergames,71,,,,,Educational,65,74.7,61.2,Older,CognitivelyNormal,NA,24.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,60,180,UnclearNoData,"Exergame, seems similar to dance?"
Schoene2015,Y,Intervention,Exergames,Activity,Stroop,,,Null,81,16,Exergames,39,,,,,Nointervention,42,81.5,66.7,Older,Mixed,NA,NA,NA,NA,NA,NA,NA,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3,20,60,UnclearNoData,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Schoene2015,Y,Intervention,Exergames,Activity,TrailMaking,A,,Null,81,16,Exergames,39,,,,,Nointervention,42,81.5,66.7,Older,Mixed,NA,NA,NA,NA,NA,NA,NA,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3,20,60,UnclearNoData,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Schoene2015,Y,Intervention,Exergames,Activity,TrailMaking,B,,Null,81,16,Exergames,39,,,,,Nointervention,42,81.5,66.7,Older,Mixed,NA,NA,NA,NA,NA,NA,NA,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3,20,60,UnclearNoData,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Schoene2015,Y,Intervention,Exergames,Activity,TrailMaking,B,AdjustedFromTrailA,Null,81,16,Exergames,39,,,,,Nointervention,42,81.5,66.7,Older,Mixed,NA,NA,NA,NA,NA,NA,NA,PerceivedExertion-LightToModerate,Light-Moderate,Light-Moderate,Self-report,3,20,60,UnclearNoData,"Exergame, seems similar to dance? Low adherence, only 9 of the group did at least 66% of the sessions"
Stroth2010,Y,Intervention,AerobicTraining,Activity,Nback,,,Null,75,17,Aerobic,47,,,,,Nointervention,28,22.7,85.33,YoungAdult,CognitivelyNormal,22.5,NA,NA,NA,NA,NA,NA,LactateThreshold,Vigorous,Vigorous,HrMonitorSelf,3,NA,NA,UnclearNoData,"blood samples from ear for lactate measures to test fitness while running around outdoor track at increasing speeds. Exercised at lactate threshold. Only runners with Val allele decreased RT significantly in nback, nothing in RT. "
Stroth2010,Y,Intervention,AerobicTraining,Activity,Stroop,,,Positive,75,17,Aerobic,47,,,,,Nointervention,28,22.7,85.33,YoungAdult,CognitivelyNormal,22.5,NA,NA,NA,NA,NA,NA,LactateThreshold,Vigorous,Vigorous,HrMonitorSelf,3,NA,NA,UnclearNoData,"blood samples from ear for lactate measures to test fitness while running around outdoor track at increasing speeds. Exercised at lactate threshold. Only runners with Val allele decreased RT significantly in nback, nothing in RT. "
Albinet2016,Y,Intervention,AerobicTraining,Activity,Task-switching,,,Null,36,21,Aerobic,19,,,,,Stretch,17,67,72.2,Older,CognitivelyNormal,NA,80.3,RockportWalk,Estimated,V02Max,3.49,0.14100,40-65%HrReserve,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2,60,120,Yes,"24.75 to 28.24 estimated v02max, both groups improved on 2-back"
Albinet2016,Y,Intervention,AerobicTraining,Activity,Stroop,,,Positive,36,21,Aerobic,19,,,,,Stretch,17,67,72.2,Older,CognitivelyNormal,NA,80.3,RockportWalk,Estimated,V02Max,3.49,0.14100,40-65%HrReserve,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2,60,120,Yes,"24.75 to 28.24 estimated v02max, both groups improved on 2-back"
Albinet2016,Y,Intervention,AerobicTraining,Activity,Nback,,,Positive,36,21,Aerobic,19,,,,,Stretch,17,67,72.2,Older,CognitivelyNormal,NA,80.3,RockportWalk,Estimated,V02Max,3.49,0.14100,40-65%HrReserve,Moderate-Vigorous,Moderate-Vigorous,HrMonitorSupervised,2,60,120,Yes,"24.75 to 28.24 estimated v02max, both groups improved on 2-back"
Antunes2015a,Y,Intervention,AerobicTraining,Activity,VerbalPairedAssociates,,,Positive,46,24,Cycling,23,,,,,NoContact,23,68.08,0,Older,CognitivelyNormal,27.06,NA,CyclingMaxTest,Max,V02Max,9,0.47370,VT1,Moderate,Moderate,HrMonitorSupervised,3,60,180,Yes,"Adherence presumably high. Cardiorespiratory fitness improved for the aerobic group, reported as 48% increase. Looks about like 19, to 28 but not reported."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,LogicalMemory,,WMS-III,Positive,51,24,Aerobic,23,Leisure,11,,,Waitlist,17,64.65,100,Older,CognitivelyNormal,26.9,NA,TreadmillModifiedBruce,Max,V02Max,5,0.18520,VT1,Moderate,Moderate,Unclear,3,60,180,Yes,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,ComplexFigure,Configural,Rey-Osterrieth ,Null,51,24,Aerobic,23,Leisure,11,,,Waitlist,17,64.65,100,Older,CognitivelyNormal,26.9,NA,TreadmillModifiedBruce,Max,V02Max,5,0.18520,VT1,Moderate,Moderate,Unclear,3,60,180,Yes,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,VerbalFluency,Letter,,Null,51,24,Aerobic,23,Leisure,11,,,Waitlist,17,64.65,100,Older,CognitivelyNormal,26.9,NA,TreadmillModifiedBruce,Max,V02Max,5,0.18520,VT1,Moderate,Moderate,Unclear,3,60,180,Yes,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
Antunes2015b,Y,Intervention,AerobicTraining,Activity,DigitSpan,,,Null,51,24,Aerobic,23,Leisure,11,,,Waitlist,17,64.65,100,Older,CognitivelyNormal,26.9,NA,TreadmillModifiedBruce,Max,V02Max,5,0.18520,VT1,Moderate,Moderate,Unclear,3,60,180,Yes,"large baseline differences between groups. V02max increase not reported , but looks about like 27 to 32.confusing statistical tests."
